TF_sym	Gene_sym
AR	MCC
AR	MCCC2
AR	MCEE
AR	MCF2L2
AR	MCFD2
AR	MCHR2
AR	MCL1
AR	MCM6
AR	MCM8
AR	C10orf119
AR	MCPH1
AR	MCTP1
AR	CCDC109A
AR	MDFIC
AR	MDGA1
AR	MDM1
AR	MDM4
AR	MDN1
AR	ME1
AR	ME2
AR	ME3
AR	MECOM
AR	MECP2
AR	MECR
AR	MED12L
AR	MED13L
AR	MED15
AR	MED20
AR	MED24
AR	MED26
AR	MED27
AR	MED28
AR	MED29
AR	MEF2A
AR	MEF2C
AR	MEF2D
AR	MEGF10
AR	MEGF9
AR	MEIS1
AR	MEIS2
AR	MELK
AR	MEPE
AR	MERTK
AR	MESDC2
AR	MESP2
AR	MET
AR	METAP1
AR	MAP1D
AR	METRNL
AR	METTL13
AR	METT5D1
AR	METT11D1
AR	FAM119A
AR	METTL2B
AR	METTL4
AR	METTL5
AR	METTL7A
AR	METTL8
AR	MEX3C
AR	MFAP1
AR	MFAP3L
AR	MFF
AR	MFGE8
AR	MFHAS1
AR	MFN1
AR	MFSD1
AR	MFSD2B
AR	MFSD6
AR	MGA
AR	MGAT4C
AR	MGAT5
AR	MGEA5
AR	MGLL
AR	MGMT
AR	MIA2
AR	MIA3
AR	MIB1
AR	MICAL1
AR	MICAL2
AR	MICALCL
AR	MICB
AR	MID1
AR	MID1IP1
AR	MIDN
AR	MIER1
AR	C17orf60
AR	MIOS
AR	MIPEP
AR	MIPOL1
AR	MIR155HG
AR	MIR17HG
AR	LOC400931
AR	MITF
AR	MKL1
AR	MKNK1
AR	MKNK2
AR	MKRN2
AR	MLH1
AR	MLH3
AR	C6orf142
AR	MLKL
AR	MLL4
AR	MLL3
AR	MLLT1
AR	MLLT11
AR	MLLT3
AR	MLLT4
AR	MLPH
AR	MLX
AR	MMD
AR	MME
AR	MMP10
AR	MMP19
AR	MMP2
AR	MMP20
AR	MMP28
AR	C6orf167
AR	MNAT1
AR	MND1
AR	MNT
AR	MNX1
AR	MOBKL1B
AR	MOBKL1A
AR	MOBKL2A
AR	MOGAT1
AR	RAGE
AR	MORC3
AR	MORF4L1
AR	MORF4L2
AR	MORN5
AR	MOSC1
AR	MOV10
AR	MOXD1
AR	MPDZ
AR	MPEG1
AR	MPP4
AR	MPP7
AR	MPPE1
AR	MPRIP
AR	MPV17L
AR	MPZL1
AR	MR1
AR	MRAS
AR	MRPL1
AR	MRPL12
AR	MRPL14
AR	MRPL15
AR	MRPL24
AR	MRPL32
AR	MRPL33
AR	MRPL36
AR	MRPL44
AR	MRPL45
AR	MRPL46
AR	MRPL48
AR	MRPL50
AR	MRPS10
AR	MRPS11
AR	MRPS18B
AR	MRPS24
AR	MRPS27
AR	MRPS28
AR	MRPS35
AR	MRPS6
AR	MRVI1
AR	MSC
AR	MSGN1
AR	MSH3
AR	MSH5
AR	MSI2
AR	MSL2
AR	SC4MOL
AR	MSN
AR	MSRA
AR	MSRB3
AR	MST1R
AR	MSTN
AR	MT2A
AR	MTA3
AR	MTAP
AR	MTCP1
AR	MTF1
AR	MTF2
AR	MTP18
AR	MTHFD1
AR	MTHFD1L
AR	MTHFD2
AR	MTHFD2L
AR	MTMR1
AR	MTMR2
AR	MTMR3
AR	MTMR7
AR	MTOR
AR	MTR
AR	MTRF1
AR	MTRF1L
AR	MTRR
AR	MTUS1
AR	MTUS2
AR	MUC13
AR	MUC20
AR	MUL1
AR	MUM1
AR	MURC
AR	MUS81
AR	MUSK
AR	MX1
AR	MXD1
AR	MXI1
AR	MXRA8
AR	MYB
AR	MYBPC1
AR	MYBPH
AR	MYBPHL
AR	MYC
AR	MYCL1
AR	MYEF2
AR	MYEOV
AR	MYF5
AR	MYF6
AR	MYH11
AR	MYH13
AR	MYH14
AR	MYH15
AR	MYH2
AR	MYH8
AR	MYH9
AR	MYL1
AR	MYL12A
AR	MYL12B
AR	MYL2
AR	MYL4
AR	MYLK
AR	MYLK2
AR	MYLK4
AR	MYNN
AR	MYO10
AR	MYO15A
AR	MYO16
AR	MYO18A
AR	MYO18B
AR	MYO1B
AR	MYO1D
AR	MYO1E
AR	MYO1F
AR	MYO1H
AR	MYO3B
AR	MYO5A
AR	MYO5B
AR	MYO5C
AR	MYO6
AR	MYO7B
AR	MYO9A
AR	MYO9B
AR	MYOF
AR	MYOM1
AR	MYOM2
AR	MYOM3
AR	MYOT
AR	MYOZ1
AR	MYOZ2
AR	MYPN
AR	MYT1
AR	MYT1L
AR	C13orf37
AR	N4BP1
AR	NAA15
AR	NAA20
AR	NAA50
AR	NAALADL2
AR	NAB1
AR	NACA
AR	NACC2
AR	NAF1
AR	NAGS
AR	NAIF1
AR	NALCN
AR	NAP1L4
AR	NAPA
AR	NAPEPLD
AR	NAPG
AR	NARF
AR	NARG2
AR	NARS2
AR	NASP
AR	NAV1
AR	NAV2
AR	NAV3
AR	NBAS
AR	NBEA
AR	NBEAL2
AR	NBN
AR	NBPF14
AR	NBPF15
AR	NBPF15
AR	NCALD
AR	NCAM1
AR	NCAM2
AR	NCAPG2
AR	NCAPH
AR	NCBP1
AR	NCDN
AR	NCEH1
AR	NCK1
AR	NCK2
AR	NCKAP1
AR	NCKAP5
AR	NCKIPSD
AR	NCOA1
AR	NCOA2
AR	NCOA3
AR	NCOA6
AR	NCOA7
AR	NCOR1
AR	NCOR2
AR	NCS1
AR	NDC80
AR	NDEL1
AR	NDNL2
AR	NDP
AR	NDST2
AR	NDST3
AR	NDUFA12
AR	NDUFA5
AR	NDUFAF2
AR	NDUFC1
AR	NDUFS3
AR	NDUFS6
AR	NDUFV2
AR	NEBL
AR	NECAB3
AR	NEDD4
AR	NEDD4L
AR	NEDD9
AR	NEGR1
AR	NEIL2
AR	NEK1
AR	NEK10
AR	NEK11
AR	NEK3
AR	NEK6
AR	NEK7
AR	NEK8
AR	NEK9
AR	NEO1
AR	NES
AR	NET1
AR	NEUROG2
AR	NEXN
AR	NF1
AR	NF2
AR	NFASC
AR	NFAT5
AR	NFATC1
AR	NFATC2
AR	NFATC3
AR	NFE2L1
AR	NFE2L2
AR	NFE2L3
AR	NFIA
AR	NFIB
AR	NFIC
AR	NFIL3
AR	NFIX
AR	NFKB1
AR	NFKBIA
AR	NFKBIL1
AR	NFKBIZ
AR	NFX1
AR	NFXL1
AR	NFYA
AR	NFYC
AR	NGEF
AR	NGF
AR	NGFRAP1
AR	NHEJ1
AR	NHLRC2
AR	NHSL1
AR	NID1
AR	NID2
AR	NIN
AR	NINJ2
AR	NINL
AR	NIPAL3
AR	NIPAL4
AR	NIPBL
AR	NIPSNAP3A
AR	NIPSNAP3B
AR	NKAIN2
AR	NKAIN3
AR	NKAPL
AR	NKIRAS1
AR	NKIRAS2
AR	NKX2-2
AR	NLGN1
AR	NLGN4X
AR	NLGN4Y
AR	NLN
AR	NLRP1
AR	NME1
AR	NME1-NME2
AR	NME7
AR	TXNDC6
AR	NMI
AR	NMNAT2
AR	NMT1
AR	NMT2
AR	NNAT
AR	NNMT
AR	NOC3L
AR	NOC4L
AR	NOD2
AR	NOG
AR	NOL10
AR	NOL7
AR	NOLC1
AR	NOMO1
AR	NOMO2
AR	NOMO3
AR	NOP2
AR	NOP58
AR	NOS1AP
AR	NOTCH2
AR	NOTCH2NL
AR	NOTCH3
AR	NOX3
AR	NOX4
AR	NOX5
AR	NPAS2
AR	NPAS3
AR	NPAS4
AR	NPC1
AR	NPEPL1
AR	NPEPPS
AR	NPFFR1
AR	NPHP1
AR	NCRNA00119
AR	NPHP4
AR	NPIPL3
AR	NPLOC4
AR	NPM3
AR	NPNT
AR	NPR3
AR	NPSR1
AR	NPTN
AR	NQO2
AR	NR1D1
AR	NR1D2
AR	NR1I2
AR	NR2C2
AR	NR2F1
AR	NR2F2
AR	NR3C1
AR	NR3C2
AR	NR4A2
AR	NR5A2
AR	NR6A1
AR	NRCAM
AR	NRG1
AR	NRG2
AR	NRG3
AR	NRM
AR	NRN1
AR	NRP1
AR	NRP2
AR	NRXN3
AR	NSFL1C
AR	NSMCE1
AR	NSMCE2
AR	CCDC55
AR	NT5C1A
AR	NT5C1B
AR	NT5C2
AR	NT5C3L
AR	NT5DC1
AR	NT5DC3
AR	NT5E
ARNT	AATF
ARNT	ACAP3
ARNT	ADAMTS3
ARNT	AFF4
ARNT	AGRP
ARNT	AKAP1
ARNT	ALDH6A1
ARNT	ALG1
AR	NTAN1
ARNT	ANAPC13
ARNT	ANKHD1
ARNT	ANKHD1-EIF4EBP3
ARNT	ANKRD17
ARNT	APEX1
ARNT	ARMCX3
ARNT	ARMCX6
ARNT	ARPC5
ARNT	ASNA1
ARNT	ATF4
ARNT	ATF7IP
ARNT	ATG3
ARNT	ATP6V1A
ARNT	ATP6V1C1
ARNT	ATP6V1H
ARNT	ATP7A
ARNT	AVPI1
ARNT	BAX
ARNT	BDNF
ARNT	BEX1
ARNT	BHLHE41
ARNT	BLOC1S1
ARNT	BRD2
ARNT	C11orf10
ARNT	C16orf72
ARNT	C19orf2
ARNT	C19orf26
ARNT	C1orf43
ARNT	C1orf51
ARNT	C5orf41
ARNT	CAMK2D
ARNT	CANX
ARNT	CBX5
ARNT	CBX6
ARNT	CCNYL1
ARNT	CD164
ARNT	CDK5R1
ARNT	CDKN2C
ARNT	CEP63
ARNT	CHRM1
ARNT	CLN3
ARNT	CLTC
ARNT	CNNM1
ARNT	C2orf24
ARNT	COMMD8
ARNT	CPEB4
ARNT	CPT1A
ARNT	CSK
ARNT	CSRP2BP
ARNT	CUL5
ARNT	CXorf41
ARNT	CYP1B1
ARNT	DCTN4
ARNT	DEPDC7
ARNT	DIRC2
ARNT	DLX2
ARNT	DSCAM
ARNT	EGLN2
ARNT	EIF4B
ARNT	EIF4G1
ARNT	ELAVL3
ARNT	EME1
ARNT	EN1
ARNT	EPB41L4B
ARNT	EPC1
AR	NTF4
ARNT	FABP3
ARNT	FAM117A
ARNT	FAM123B
ARNT	FAM134A
ARNT	FAM13B
ARNT	FBXL19
ARNT	NCRNA00095
ARNT	FEN1
ARNT	FLVCR2
ARNT	FOXD3
ARNT	FOXRED2
ARNT	FXYD6
ARNT	GAPDH
ARNT	GATA4
ARNT	GGN
ARNT	GIGYF2
ARNT	GLA
ARNT	GLYR1
ARNT	GMFB
ARNT	GNAS
ARNT	GNB2
ARNT	GPM6B
ARNT	GTF2H1
ARNT	GYG1
ARNT	H2AFZ
ARNT	HEXA
ARNT	HIF1A
ARNT	HIRA
AR	NTHL1
ARNT	HMGA1
ARNT	HNRNPA1
ARNT	HNRNPH2
ARNT	HOXA1
ARNT	HOXA7
ARNT	HOXA9
ARNT	HOXB5
ARNT	HOXC5
ARNT	HOXD10
ARNT	HPS3
ARNT	HPS5
ARNT	HRH3
ARNT	HSPBAP1
ARNT	ICAM5
ARNT	IFRD2
ARNT	IGF2BP3
ARNT	IGF2R
ARNT	INSM1
ARNT	IRS4
ARNT	JOSD1
ARNT	KAT5
ARNT	KBTBD2
ARNT	KCNE4
ARNT	KLF11
ARNT	LAMP1
ARNT	LONP1
ARNT	LTBR
ARNT	LZTS2
AR	NTM
ARNT	MAFF
ARNT	MANF
ARNT	MFSD5
ARNT	CBARA1
ARNT	MRPL27
ARNT	MRPL40
ARNT	MTCH2
AR	NTN4
AR	NTN5
ARNT	NCL
ARNT	NDUFA7
ARNT	NEUROD2
ARNT	NFATC3
ARNT	NFX1
AR	NTNG1
ARNT	NGFRAP1
ARNT	NOTCH1
ARNT	NPTN
ARNT	NPTX1
ARNT	NR1D1
ARNT	NUP62CL
ARNT	OGDHL
ARNT	OLFM2
ARNT	OSGEP
ARNT	PA2G4
AR	C1orf57
ARNT	PDCD6IP
ARNT	PES1
ARNT	PIAS4
ARNT	PICALM
ARNT	PKN1
ARNT	POLR3C
ARNT	PPCS
ARNT	PRDM4
ARNT	PRELID1
ARNT	PRKCE
ARNT	PRKCG
ARNT	PRPS2
ARNT	BAT2L2
ARNT	PSME3
ARNT	PTPRF
ARNT	PURA
ARNT	RAB24
ARNT	RAB30
ARNT	RAB31
ARNT	RABGAP1
ARNT	RAD9A
ARNT	RALYL
ARNT	RBBP4
ARNT	RCOR2
ARNT	REEP3
ARNT	REV1
ARNT	RFX4
ARNT	RGL1
AR	NTRK3
ARNT	RNF115
ARNT	RNF146
ARNT	RNF219
ARNT	RNF44
ARNT	RPS2
ARNT	RPS28
ARNT	RRAGB
ARNT	RRAGC
ARNT	RRP15
ARNT	SAE1
ARNT	SEC23IP
ARNT	SGK1
ARNT	SIRT1
ARNT	SLC26A10
ARNT	SLC35A5
ARNT	SLC36A1
ARNT	SLC38A5
ARNT	SLC38A7
ARNT	SLC43A1
ARNT	SLCO1C1
ARNT	SLCO5A1
ARNT	SMNDC1
ARNT	SNN
ARNT	SNTB2
ARNT	SNX16
ARNT	SNX2
ARNT	SOCS2
ARNT	SPG21
ARNT	SPNS1
ARNT	SPPL3
AR	NTSR1
ARNT	STMN1
ARNT	STX6
ARNT	SYNCRIP
ARNT	TADA1
ARNT	TCEAL1
ARNT	TCEAL3
ARNT	TGIF2
ARNT	THUMPD2
ARNT	TIMM8A
ARNT	TMEM146
ARNT	TOPORS
ARNT	KIAA1012
ARNT	TRIM3
ARNT	TRIM55
ARNT	TRPM7
ARNT	TSSK3
ARNT	TUBA4A
ARNT	TUBA4B
ARNT	TUG1
ARNT	U2AF2
ARNT	UBE2B
ARNT	UBE4B
ARNT	UBR4
ARNT	UBR5
ARNT	UGT1A6
ARNT	USP31
ARNT	UTP18
ARNT	VGF
ARNT	VLDLR
ARNT	VPS26A
ARNT	VPS37B
ARNT	WHSC1L1
ARNT	YEATS2
ARNT	ZBTB10
ARNT	ZBTB40
ARNT	ZBTB8OS
ARNT	ZFYVE26
ARNT	ZIC1
ARNT	ZMYND12
AR	NUAK1
AR	NUAK2
AR	NUCKS1
AR	NUDCD2
AR	NUDCD3
AR	NUDT13
AR	NUDT19
AR	NUDT22
AR	NUDT3
AR	NUDT5
AR	NUDT6
AR	NUF2
AR	NUFIP1
AR	NUFIP2
AR	NUMA1
AR	NUMB
AR	NUP133
AR	NUP153
AR	NUP188
AR	NUP214
AR	NUP43
AR	NUP93
AR	NUP98
AR	NXN
AR	NXNL2
AR	NXPH2
AR	NXPH3
AR	NXT1
AR	OAZ1
AR	OBFC1
AR	OBFC2A
AR	OBFC2B
AR	ODZ1
AR	ODZ2
AR	ODZ3
AR	OGFRL1
AR	OGT
AR	OIT3
AR	OLA1
AR	OLAH
AR	OLFML2A
AR	OLFML2B
AR	OLFML3
AR	OMD
AR	OPA3
AR	OPCML
AR	OPHN1
AR	OPN3
AR	OPRD1
AR	OR10J1
AR	OR10S1
AR	OR2B2
AR	OR2C1
AR	OR2F2
AR	OR4F6
AR	OR51T1
AR	OR9A2
AR	ORAI2
AR	ORC1L
AR	ORC3L
AR	ORMDL1
AR	OSBP
AR	OSBP2
AR	OSBPL10
AR	OSBPL1A
AR	OSBPL3
AR	OSBPL6
AR	OSBPL9
AR	OSMR
AR	OSTBETA
AR	OSTC
AR	OSTCL
AR	OSTF1
AR	OTUD4
AR	OTUD7A
AR	OTUD7B
AR	OXCT1
AR	OXCT2
AR	OXSR1
AR	OXTR
NR2F2	A1CF
NR2F2	AGFG2
NR2F2	ALDOA
NR2F2	AP1B1
NR2F2	APOM
NR2F2	AQP7
NR2F2	ARHGEF15
NR2F2	ARL4C
NR2F2	ARR3
NR2F2	ASB12
NR2F2	ATF7IP
NR2F2	ATP2C1
NR2F2	AZIN1
NR2F2	B3GALT2
NR2F2	BAHD1
NR2F2	BMP5
NR2F2	C14orf43
NR2F2	C17orf61
NR2F2	C19orf73
NR2F2	C1orf116
NR2F2	C1orf21
NR2F2	C1orf61
NR2F2	C1QTNF7
NR2F2	CACNA1G
NR2F2	CAMKV
NR2F2	CASK
NR2F2	CCDC6
NR2F2	CDC37L1
NR2F2	CDK5R1
NR2F2	CDX1
NR2F2	CELF3
NR2F2	CFL2
NR2F2	CHD2
NR2F2	CLDN15
NR2F2	COL16A1
NR2F2	CPNE1
NR2F2	CRYGC
NR2F2	CSRP3
NR2F2	CTGF
NR2F2	CTLA4
NR2F2	CXCR7
NR2F2	CYP2E1
NR2F2	DBP
NR2F2	DLG2
NR2F2	DLX1
NR2F2	DLX5
NR2F2	DMD
NR2F2	DNAJC5B
NR2F2	E2F4
NR2F2	EFHA1
NR2F2	ELF4
NR2F2	EMP1
NR2F2	ENSA
NR2F2	ESRRG
NR2F2	EXOC3L
NR2F2	FAM125A
NR2F2	FAM155B
NR2F2	FAM179B
NR2F2	FAM65B
NR2F2	FAM70A
NR2F2	FBXL20
NR2F2	FCHSD1
NR2F2	FCHSD2
NR2F2	FGF20
NR2F2	FOXP2
NR2F2	GATA1
NR2F2	GLI1
NR2F2	GPR124
NR2F2	GPR3
NR2F2	HAPLN1
NR2F2	HEPACAM
NR2F2	HOXA1
NR2F2	HOXA3
NR2F2	HOXD4
NR2F2	HPCA
NR2F2	HSPB8
NR2F2	HTR1B
NR2F2	IL11RA
NR2F2	IL21
NR2F2	IRAK1
NR2F2	JPH1
NR2F2	KIAA0913
NR2F2	KIF13A
NR2F2	KIRREL2
NR2F2	KLHL28
NR2F2	LTBP3
NR2F2	LYRM1
NR2F2	MAB21L2
NR2F2	MED8
NR2F2	C17orf91
NR2F2	MLLT6
NR2F2	MMP28
NR2F2	MNAT1
NR2F2	MRPS18B
NR2F2	MYL1
NR2F2	MYOCD
NR2F2	NDST2
NR2F2	NFE2
NR2F2	NFIX
NR2F2	NKAIN3
NR2F2	NLK
NR2F2	NR5A2
NR2F2	NR6A1
NR2F2	NXPH1
NR2F2	OMD
NR2F2	OTX2
NR2F2	PARP16
NR2F2	PDGFB
NR2F2	PDZRN4
NR2F2	PHF17
NR2F2	PIK3CG
NR2F2	PITPNC1
NR2F2	PKP3
NR2F2	PLK3
NR2F2	PMF1
NR2F2	POLD4
NR2F2	POMP
NR2F2	POU3F4
NR2F2	PPFIA3
NR2F2	PPM1E
NR2F2	PROP1
NR2F2	RALY
NR2F2	RASIP1
NR2F2	RBBP6
NR2F2	RIN1
NR2F2	RNF34
NR2F2	RRAGD
NR2F2	RUNX1T1
NR2F2	RUNX3
NR2F2	SERPINC1
NR2F2	SIPA1
NR2F2	SKIL
NR2F2	SLC12A5
NR2F2	SLC25A35
NR2F2	SLC7A8
NR2F2	SLITRK1
NR2F2	SLITRK6
NR2F2	SMARCC2
NR2F2	SORBS1
NR2F2	SPARC
NR2F2	STAR
NR2F2	KIAA0467
NR2F2	TGFB3
NR2F2	TGIF2
NR2F2	TMEM150A
NR2F2	TMEM164
NR2F2	TMIGD1
NR2F2	TRAF4
NR2F2	TREML2
NR2F2	TRERF1
NR2F2	TRIM69
NR2F2	TXNDC12
NR2F2	WDR81
NR2F2	ZBTB20
NR2F2	ZFHX3
NR2F2	ZFX
NR2F2	ZHX2
NR2F2	ZNF205
NR2F2	ZNF532
NR2F2	ZNF644
NR2F2	ZNF711
AR	P2RY13
AR	P4HA1
AR	P4HA2
AR	P4HA3
AR	P4HB
AR	PAAF1
AR	PABPC1P2
AR	PACRG
AR	PACS1
AR	PACSIN2
AR	PADI1
AR	PADI2
AR	PADI4
AR	PAFAH2
AR	PAG1
AR	PAICS
AR	PAK1
AR	PAK2
AR	PALLD
AR	PALM
AR	PALM2
AR	PALM2-AKAP2
AR	PALMD
AR	PAM
AR	PAMR1
AR	PANK2
AR	PANX1
AR	PAPD5
AR	PAPLN
AR	PAPPA
AR	PAPSS1
AR	PAQR5
AR	PAQR8
AR	PARD3
AR	PARD3B
AR	PARD6B
AR	PARK2
AR	PARN
AR	PARP1
AR	PARP12
AR	PARP4
AR	PARP6
AR	PARP8
AR	PARVA
AR	PARVB
AR	PAX5
AR	PAX7
AR	PAX8
AR	PBRM1
AR	PBX1
AR	PBX3
AR	PC
AR	PCBP3
AR	PCCA
AR	PCDH19
AR	PCDH7
AR	PCDH9
AR	PCDHGA1
AR	PCDHGA10
AR	PCDHGA11
AR	PCDHGA12
AR	PCDHGA2
AR	PCDHGA3
AR	PCDHGA4
AR	PCDHGA5
AR	PCDHGA6
AR	PCDHGA7
AR	PCDHGA8
AR	PCDHGA9
AR	PCDHGB1
AR	PCDHGB2
AR	PCDHGB3
AR	PCDHGB4
AR	PCDHGB5
AR	PCDHGB6
AR	PCDHGB7
AR	PCDHGC3
AR	PCDHGC4
AR	PCDHGC5
AR	PCF11
AR	PCGF1
AR	PCGF3
AR	PCID2
AR	PCMT1
AR	PCNT
AR	PCNX
AR	PCNXL2
AR	PCOLCE2
AR	PCSK5
AR	PCSK7
AR	PCYOX1
AR	PDCD1LG2
AR	PDCD4
AR	PDCD6IP
AR	PDCL
AR	PDCL2
AR	PDE10A
AR	PDE11A
AR	PDE1A
AR	PDE1C
AR	PDE4B
AR	PDE4D
AR	PDE4DIP
AR	PDE5A
AR	PDE6A
AR	PDE7B
AR	PDE8A
AR	PDE9A
AR	PDGFC
AR	PDGFRA
AR	PDHX
AR	PDLIM1
AR	PDLIM3
AR	PDLIM4
AR	PDLIM5
AR	PDPN
AR	PDS5A
AR	PDSS2
AR	PDXDC1
AR	PDXK
AR	PDXP
AR	PDYN
AR	PDZD2
AR	PDZD7
AR	PDZD8
AR	PDZK1
AR	PDZRN3
AR	PDZRN4
AR	PEA15
AR	SGK269
AR	PEBP4
AR	PECAM1
AR	PECR
AR	PEF1
AR	PEG10
AR	PELI2
AR	PER1
AR	PER2
AR	PES1
AR	PET112L
AR	PEX1
AR	PEX11B
AR	PEX13
AR	PEX14
AR	PEX3
AR	PF4
AR	PF4V1
AR	PFDN1
AR	PFDN4
AR	PFKFB2
AR	PFKP
AR	PFN2
AR	PGA4
AR	PGAP1
AR	PGAP2
AR	PGBD2
AR	PGBD5
AR	PGCP
AR	PGD
AR	PGF
AR	PGK1
AR	PGM2
AR	PGM2L1
AR	PGM3
AR	PGM5
AR	PGPEP1L
AR	PGRMC1
AR	PGRMC2
AR	PGS1
AR	PHACTR1
AR	PHACTR2
AR	PHACTR4
AR	PHC2
AR	PHC3
AR	PHEX
AR	PHF10
AR	PHF11
AR	PHF13
AR	PHF16
AR	PHF17
AR	PHF19
AR	PHF2
AR	PHF20
AR	PHF20L1
AR	PHF3
AR	PHF6
AR	PHIP
AR	PHKA1
AR	PHKG2
AR	PHLDA1
AR	PHLDA2
AR	PHLDA3
AR	PHLDB1
AR	PHLDB2
AR	PHLPP1
AR	PHOX2B
AR	PHYHD1
AR	PI15
AR	PI4KA
AR	PI4KB
AR	PIAS1
AR	PID1
AR	PIF1
AR	PIGK
AR	PIGL
AR	PIGP
AR	PIGT
AR	PIGV
AR	PIGX
AR	PIK3AP1
AR	PIK3C2B
AR	PIK3C2G
AR	PIK3C3
AR	PIK3CA
AR	PIK3CB
AR	PIK3CD
AR	PIK3R1
AR	PIK3R3
AR	PIM1
AR	PIN1L
AR	PINK1
AR	PINX1
AR	PION
AR	PIP4K2A
AR	PIP5K1A
AR	PIPOX
AR	C1orf128
AR	PITPNA
AR	PITPNB
AR	PITPNC1
AR	PITPNM2
AR	PITPNM3
AR	PITX2
AR	PIWIL2
AR	PKD1L1
AR	PKD1L3
AR	PKD2
AR	PKD2L1
AR	PKD2L2
AR	PKDREJ
AR	PKHD1
AR	PKIA
AR	PKIB
AR	PKIG
AR	PKM2
AR	PKN2
AR	PKNOX1
AR	PKNOX2
AR	PKP1
AR	PKP4
AR	PLA1A
AR	PLA2G12B
AR	PLA2G2F
AR	PLA2G4D
AR	PLA2G6
AR	PLA2R1
AR	PLAC1
AR	PLAC4
AR	PLAC8
AR	PLAGL2
AR	PLAT
AR	PLAU
AR	PLB1
AR	PLCB1
AR	PLCB4
AR	PLCE1
AR	PLCG1
AR	PLCG2
AR	PLCL2
AR	PLCXD2
AR	PLD3
AR	PLD5
AR	PLD6
AR	PLEC
AR	PLEKHA1
AR	PLEKHA2
AR	PLEKHA3
AR	PLEKHA5
AR	PLEKHA6
AR	PLEKHA7
AR	PLEKHA8
AR	PLEKHB2
AR	PLEKHF1
AR	PLEKHG2
AR	PLEKHG4
AR	PLEKHG6
AR	PLEKHG7
AR	PLEKHH2
AR	PLEKHJ1
AR	PLEKHM3
AR	PLEKHO1
AR	PLG
AR	PLGLB2
AR	PLIN2
AR	PLIN3
AR	PLOD1
AR	PLOD2
AR	PLOD3
AR	PLS3
AR	PLSCR1
AR	PLSCR2
AR	PLTP
AR	PLVAP
AR	PLXDC2
AR	PLXNA2
AR	PLXNB1
AR	PLXND1
AR	PM20D2
AR	PMAIP1
AR	SILV
AR	PMEPA1
AR	PML
AR	PMP22
AR	PMS1
AR	SFRS18
AR	PNMAL1
AR	PNMAL2
AR	PNO1
AR	PNOC
AR	PNPO
AR	PNRC1
AR	POC1A
AR	POC1B
AR	POC5
AR	POFUT1
AR	POFUT2
AR	POGZ
AR	POLA1
AR	POLA2
AR	POLD3
AR	POLDIP3
AR	POLK
AR	POLN
AR	POLQ
AR	POLR1A
AR	POLR2A
AR	POLR2B
AR	POLR2E
AR	POLR2J
AR	POLR2J2
AR	POLR2J3
AR	POLR3C
AR	POLR3GL
AR	POLRMT
AR	POM121
AR	POMZP3
AR	PON2
AR	POP1
AR	POPDC2
AR	POPDC3
AR	POU2F3
AR	PPA1
AR	PPA2
AR	PPAP2A
AR	PPARA
AR	PPARD
AR	PPARG
AR	PPARGC1A
AR	PPARGC1B
AR	PPBP
AR	PPBPL2
AR	PPEF1
AR	PPFIA4
AR	PPFIBP1
AR	PPHLN1
AR	PPIH
AR	PPIL3
AR	PPIL4
AR	PPIL6
AR	PPIP5K2
AR	PPM1B
AR	PPM1D
AR	PPM1F
AR	PPM1H
AR	PPM1K
AR	PPP1CB
AR	PPP1CC
AR	PPP1R10
AR	PPP1R12A
AR	PPP1R12B
AR	PPP1R13L
AR	PPP1R14C
AR	PPP1R15B
AR	KIAA1949
AR	PPP1R1C
AR	PPP1R2
AR	KLRAQ1
AR	SH3RF2
AR	PPP1R3C
AR	PPP1R3D
AR	PPP1R7
AR	PPP1R9A
AR	PPP2CB
AR	PPP2R1A
AR	PPP2R1B
AR	PPP2R2B
AR	PPP2R2D
AR	PPP2R3A
AR	PPP2R4
AR	PPP2R5A
AR	PPP2R5C
AR	PPP3CA
AR	PPP3CB
AR	PPP3R1
AR	PPP4R1
AR	PPP4R2
AR	PPPDE1
AR	PPRC1
AR	PPTC7
AR	PQLC1
AR	PQLC3
AR	PRCP
AR	PRDM1
AR	PRDM16
AR	PRDM2
AR	PRDM4
AR	PRDM5
AR	PRDM8
AR	PRDX2
AR	PRDX3
AR	PRELID2
AR	PREP
AR	PREPL
AR	PREX1
AR	PRIC285
AR	PRICKLE1
AR	PRICKLE2
AR	PRIM1
AR	PRIM2
AR	PRKAA2
AR	PRKAB2
AR	PRKACB
AR	PRKAG1
AR	PRKAG2
AR	PRKAG3
AR	PRKCA
AR	PRKCD
AR	PRKCE
AR	PRKCH
AR	PRKCI
AR	PRKD1
AR	PRKD3
AR	PRKG1
AR	PRKRIP1
AR	PRKX
AR	PRKY
AR	PRLR
AR	PRM1
AR	PRMT10
AR	PROC
AR	PROCA1
AR	PROSC
AR	PROX1
AR	PROX2
AR	PRPF38A
AR	PRPF38B
AR	PRPF4B
AR	PRPH2
AR	PRPS1
AR	PRR12
AR	C22orf30
AR	PRR16
AR	PRR5-ARHGAP8
AR	PRR5L
AR	BAT2L1
AR	BAT2L2
AR	PRRG1
AR	PRRX1
AR	PRRX2
AR	PRSS12
AR	PRSS23
AR	PRSS30P
AR	PRSS38
AR	PRSS50
AR	PRTFDC1
AR	PRTG
AR	PRUNE
AR	PRUNE2
AR	PSD3
AR	PSEN1
AR	PSEN2
AR	PSG1
AR	PSG10
