TF_sym	Gene_sym
NFKB1	RNASEK
SMAD1	RNASEK
YY1	RNASEK
EGR1	RNASEK
CREB1	RNASEK
TFDP1	RNASEK
TFDP1	RNASEK
TFDP1	RNASEK
NFATC2	RNASEK
TFDP1	RNASEK
CASR	RNASEK
PBX1	RNASEK
LEF1	RNASEK
GFI1	RNASEK
HIC1	RNASEK
ZBTB7A	RNASEK
SOX10	RNASEK
ELK1	C17orf49
FOXC1	C17orf49
GATA2	C17orf49
GATA3	C17orf49
NFKB1	C17orf49
GABPA	C17orf49
SP1	C17orf49
SPI1	C17orf49
SPIB	C17orf49
YY1	C17orf49
ETS1	C17orf49
REL	C17orf49
NFKB1	C17orf49
RELA	C17orf49
ZNF354C	C17orf49
HINFP	C17orf49
BRCA1	C17orf49
SP1	C17orf49
ELK1	C17orf49
EP300	C17orf49
ASCC1	C17orf49
NFKB1	C17orf49
YY1	C17orf49
GATA2	C17orf49
GATA3	C17orf49
PAX2	C17orf49
USF1	C17orf49
USF1	C17orf49
GATA1	C17orf49
GATA1	C17orf49
GATA1	C17orf49
POU3F1	C17orf49
HSF2	C17orf49
USF1	C17orf49
NFKB1	C17orf49
GATA1	C17orf49
NFKB1	C17orf49
USF1	C17orf49
TCF3	C17orf49
NFE2L1	C17orf49
PAX8	C17orf49
FOXN1	C17orf49
PLAU	C17orf49
E2F1	C17orf49
E2F1	C17orf49
PDX1	C17orf49
ZIC2	C17orf49
GATA6	C17orf49
TLX2	C17orf49
PAX2	C17orf49
STAT1	C17orf49
STAT5A	C17orf49
STAT6	C17orf49
STAT1	C17orf49
STAT3	C17orf49
STAT4	C17orf49
STAT5A	C17orf49
STAT6	C17orf49
ATF3	C17orf49
E2F1	C17orf49
ARNT	C17orf49
ALX4	C17orf49
CRX	C17orf49
GATA4	C17orf49
HOXA4	C17orf49
MAZ	C17orf49
ETV4	C17orf49
SPI1	C17orf49
SP3	C17orf49
ATF1	C17orf49
E4F1	C17orf49
TEAD2	C17orf49
TEAD1	C17orf49
GTF2I	C17orf49
GTF2A1	C17orf49
PAX8	C17orf49
RUNX2	C17orf49
SMAD4	C17orf49
RUNX1	C17orf49
NFKB1	C17orf49
STAT1	C17orf49
GATA1	C17orf49
SMAD1	C17orf49
YY1	C17orf49
TFDP1	C17orf49
EGR1	C17orf49
CREB1	C17orf49
CREB1	C17orf49
TFDP1	C17orf49
TFDP1	C17orf49
TFDP1	C17orf49
NR3C1	C17orf49
SP1	C17orf49
NFATC2	C17orf49
TFDP1	C17orf49
NR3C1	C17orf49
AR	C17orf49
CASR	C17orf49
FOXM1	C17orf49
PBX1	C17orf49
TBX5	C17orf49
LEF1	C17orf49
HNF4A	C17orf49
YY1	C17orf49
GFI1	C17orf49
HIC1	C17orf49
BRCA1	C17orf49
ZBTB7A	C17orf49
WT1	C17orf49
SOX10	C17orf49
ELK1	BCL6B
GATA2	BCL6B
GATA3	BCL6B
NFKB1	BCL6B
GABPA	BCL6B
SP1	BCL6B
SPI1	BCL6B
SPIB	BCL6B
YY1	BCL6B
ETS1	BCL6B
REL	BCL6B
RELA	BCL6B
ZNF354C	BCL6B
HINFP	BCL6B
BRCA1	BCL6B
ELK1	BCL6B
SP1	BCL6B
ELK1	BCL6B
NFKB1	BCL6B
GATA2	BCL6B
GATA3	BCL6B
PAX2	BCL6B
GATA1	BCL6B
GATA1	BCL6B
GATA1	BCL6B
POU3F1	BCL6B
HSF2	BCL6B
NFKB1	BCL6B
GATA1	BCL6B
NFKB1	BCL6B
TCF3	BCL6B
PLAU	BCL6B
ZIC2	BCL6B
GATA6	BCL6B
TLX2	BCL6B
PAX2	BCL6B
STAT1	BCL6B
STAT5A	BCL6B
STAT6	BCL6B
STAT1	BCL6B
STAT3	BCL6B
STAT4	BCL6B
STAT5A	BCL6B
STAT6	BCL6B
ATF3	BCL6B
ALX4	BCL6B
GATA4	BCL6B
HOXA4	BCL6B
MAZ	BCL6B
ETV4	BCL6B
SPI1	BCL6B
SP3	BCL6B
ATF1	BCL6B
TEAD1	BCL6B
GTF2I	BCL6B
GTF2A1	BCL6B
RUNX2	BCL6B
SMAD4	BCL6B
RUNX1	BCL6B
NFKB1	BCL6B
STAT1	BCL6B
SMAD1	BCL6B
YY1	BCL6B
EGR1	BCL6B
CREB1	BCL6B
TFDP1	BCL6B
TFDP1	BCL6B
NR3C1	BCL6B
SP1	BCL6B
NFATC2	BCL6B
AR	BCL6B
CASR	BCL6B
FOXM1	BCL6B
PBX1	BCL6B
TBX5	BCL6B
TBX5	BCL6B
LEF1	BCL6B
GFI1	BCL6B
HIC1	BCL6B
BRCA1	BCL6B
ZBTB7A	BCL6B
WT1	BCL6B
SOX10	BCL6B
E2F1	SLC16A13
SPI1	SLC16A13
SPIB	SLC16A13
ESR1	SLC16A13
E2F1	SLC16A13
POU2F1	SLC16A13
TCF3	SLC16A13
VDR	SLC16A13
MYC	SLC16A13
SPI1	SLC16A13
E2F1	SLC16A11
SPIB	SLC16A11
ESR1	SLC16A11
MEF2A	SLC16A11
E2F1	SLC16A11
POU2F1	SLC16A11
TCF3	SLC16A11
MEF2A	SLC16A11
MEF2A	SLC16A11
VDR	SLC16A11
BACH1	SLC16A11
MYC	SLC16A11
CRX	SLC16A11
SPI1	SLC16A11
AIRE	SLC16A11
BPTF	ASGR2
BPTF	ASGR2
BPTF	ASGR1
GATA2	DLG4
SPI1	DLG4
SPIB	DLG4
TEAD1	DLG4
YY1	DLG4
MEF2A	DLG4
ELK1	DLG4
YY1	DLG4
GATA2	DLG4
GATA3	DLG4
CREB1	DLG4
GATA1	DLG4
SRF	DLG4
JUNB	DLG4
JUNB	DLG4
JUNB	DLG4
JUNB	DLG4
TCF3	DLG4
RFX1	DLG4
RFX1	DLG4
NFE2L1	DLG4
FOXN1	DLG4
MEF2A	DLG4
VDR	DLG4
ZIC2	DLG4
TLX2	DLG4
STAT1	DLG4
BACH1	DLG4
STAT1	DLG4
STAT3	DLG4
STAT6	DLG4
JUNB	DLG4
RFX1	DLG4
GCM1	DLG4
SPI1	DLG4
TEAD1	DLG4
GTF2I	DLG4
RUNX2	DLG4
JUNB	DLG4
JUNB	DLG4
JUNB	DLG4
CASR	DLG4
RFX1	DLG4
FOXP3	DLG4
GATA2	ACADVL
SP1	ACADVL
SPI1	ACADVL
SPIB	ACADVL
TEAD1	ACADVL
YY1	ACADVL
MEF2A	ACADVL
ELK1	ACADVL
YY1	ACADVL
GATA2	ACADVL
GATA3	ACADVL
CREB1	ACADVL
GATA1	ACADVL
SRF	ACADVL
JUNB	ACADVL
JUNB	ACADVL
JUNB	ACADVL
JUNB	ACADVL
TCF3	ACADVL
RFX1	ACADVL
RFX1	ACADVL
NFE2L1	ACADVL
FOXN1	ACADVL
MEF2A	ACADVL
VDR	ACADVL
ZIC2	ACADVL
TLX2	ACADVL
STAT1	ACADVL
BACH1	ACADVL
STAT1	ACADVL
STAT3	ACADVL
STAT6	ACADVL
JUNB	ACADVL
RFX1	ACADVL
GCM1	ACADVL
SPI1	ACADVL
TEAD1	ACADVL
GTF2I	ACADVL
RUNX2	ACADVL
JUNB	ACADVL
JUNB	ACADVL
JUNB	ACADVL
CASR	ACADVL
RFX1	ACADVL
FOXP3	ACADVL
FOXC1	DVL2
GATA2	DVL2
GATA3	DVL2
MAX	DVL2
SP1	DVL2
SPIB	DVL2
USF1	DVL2
ZNF354C	DVL2
BRCA1	DVL2
ELK1	DVL2
SP1	DVL2
EP300	DVL2
GATA2	DVL2
GATA3	DVL2
CUX1	DVL2
CREB1	DVL2
USF1	DVL2
USF1	DVL2
GATA1	DVL2
USF1	DVL2
USF1	DVL2
XBP1	DVL2
NFE2L1	DVL2
FOXN1	DVL2
TRAF4	DVL2
E2F1	DVL2
E2F1	DVL2
VDR	DVL2
ZIC2	DVL2
STAT5A	DVL2
GATA6	DVL2
CDC5L	DVL2
ATF6	DVL2
TLX2	DVL2
PAX2	DVL2
PATZ1	DVL2
STAT1	DVL2
ATF4	DVL2
E2F1	DVL2
ARNT	DVL2
MYC	DVL2
MAZ	DVL2
E4F1	DVL2
TEAD2	DVL2
GTF2I	DVL2
RUNX2	DVL2
SMAD4	DVL2
RUNX1	DVL2
USF1	DVL2
LEF1	DVL2
CREB1	DVL2
TFDP1	DVL2
TFDP1	DVL2
TFDP1	DVL2
SP1	DVL2
TFDP1	DVL2
NR3C1	DVL2
CASR	DVL2
BACH1	DVL2
AIRE	DVL2
PDX1	DVL2
SOX10	DVL2
PBX1	DVL2
MITF	DVL2
MYC	DVL2
BRCA1	DVL2
HOXA7	DVL2
WT1	DVL2
ZNF219	DVL2
SOX10	DVL2
NR5A1	DVL2
FOXC1	PHF23
GATA2	PHF23
GATA3	PHF23
MAX	PHF23
SP1	PHF23
SPIB	PHF23
USF1	PHF23
ZNF354C	PHF23
BRCA1	PHF23
ELK1	PHF23
SP1	PHF23
EP300	PHF23
GATA2	PHF23
GATA3	PHF23
CUX1	PHF23
USF1	PHF23
USF1	PHF23
GATA1	PHF23
GATA1	PHF23
USF1	PHF23
XBP1	PHF23
NFE2L1	PHF23
FOXN1	PHF23
TRAF4	PHF23
E2F1	PHF23
E2F1	PHF23
VDR	PHF23
ZIC2	PHF23
STAT5A	PHF23
GATA6	PHF23
CDC5L	PHF23
ATF6	PHF23
TLX2	PHF23
PAX2	PHF23
PATZ1	PHF23
STAT1	PHF23
ATF4	PHF23
E2F1	PHF23
ARNT	PHF23
MYC	PHF23
TCF7L2	PHF23
E4F1	PHF23
GTF2I	PHF23
NR5A1	PHF23
RUNX2	PHF23
SMAD4	PHF23
RUNX1	PHF23
GATA1	PHF23
USF1	PHF23
LEF1	PHF23
CREB1	PHF23
TFDP1	PHF23
TFDP1	PHF23
TFDP1	PHF23
SP1	PHF23
TFDP1	PHF23
NR3C1	PHF23
BACH1	PHF23
AIRE	PHF23
PDX1	PHF23
SOX10	PHF23
PBX1	PHF23
MITF	PHF23
MYC	PHF23
BRCA1	PHF23
HOXA7	PHF23
WT1	PHF23
ZNF219	PHF23
NR5A1	PHF23
CREB1	GABARAP
ELK1	GABARAP
FOXC1	GABARAP
GATA2	GABARAP
GATA3	GABARAP
MAX	GABARAP
GABPA	GABARAP
ELK4	GABARAP
SP1	GABARAP
SPI1	GABARAP
SPIB	GABARAP
USF1	GABARAP
ETS1	GABARAP
REL	GABARAP
CEBPA	GABARAP
ZNF354C	GABARAP
BRCA1	GABARAP
ELK1	GABARAP
SP1	GABARAP
EP300	GABARAP
CREB1	GABARAP
TCF3	GABARAP
TCF3	GABARAP
TCF3	GABARAP
GATA2	GABARAP
GATA3	GABARAP
PAX2	GABARAP
CUX1	GABARAP
CREB1	GABARAP
USF1	GABARAP
USF1	GABARAP
GATA1	GABARAP
GATA1	GABARAP
POU3F1	GABARAP
HSF2	GABARAP
USF1	GABARAP
SP1	GABARAP
USF1	GABARAP
EGR1	GABARAP
EGR3	GABARAP
EGR2	GABARAP
XBP1	GABARAP
NFE2L1	GABARAP
FOXN1	GABARAP
PLAU	GABARAP
TRAF4	GABARAP
E2F1	GABARAP
E2F1	GABARAP
VDR	GABARAP
ZIC2	GABARAP
STAT5A	GABARAP
GATA6	GABARAP
CDC5L	GABARAP
ATF6	GABARAP
TLX2	GABARAP
PAX2	GABARAP
PATZ1	GABARAP
STAT1	GABARAP
STAT5A	GABARAP
STAT6	GABARAP
STAT1	GABARAP
STAT3	GABARAP
STAT4	GABARAP
STAT5A	GABARAP
STAT6	GABARAP
ATF4	GABARAP
E2F1	GABARAP
ARNT	GABARAP
MYC	GABARAP
DBP	GABARAP
HOXA4	GABARAP
MAZ	GABARAP
NRF1	GABARAP
ETV4	GABARAP
SPI1	GABARAP
TCF7L2	GABARAP
E4F1	GABARAP
TEAD2	GABARAP
SMAD3	GABARAP
TEAD1	GABARAP
GTF2I	GABARAP
PAX8	GABARAP
NR5A1	GABARAP
RUNX2	GABARAP
SMAD4	GABARAP
EFNA2	GABARAP
RUNX1	GABARAP
USF1	GABARAP
TFDP1	GABARAP
LEF1	GABARAP
EGR1	GABARAP
CREB1	GABARAP
TFDP1	GABARAP
TFDP1	GABARAP
TFDP1	GABARAP
NR3C1	GABARAP
SP1	GABARAP
SP1	GABARAP
SP1	GABARAP
E2F1	GABARAP
TFDP1	GABARAP
NR3C1	GABARAP
CASR	GABARAP
RFX1	GABARAP
AHR	GABARAP
BACH1	GABARAP
DEC1	GABARAP
AIRE	GABARAP
PDX1	GABARAP
SOX10	GABARAP
PBX1	GABARAP
MITF	GABARAP
MYC	GABARAP
GFI1	GABARAP
BRCA1	GABARAP
ZBTB7A	GABARAP
HOXA7	GABARAP
OTX1	GABARAP
WT1	GABARAP
ZNF219	GABARAP
SOX10	GABARAP
NR5A1	GABARAP
P2RX5	GABARAP
NR2F1	DULLARD
CREB1	DULLARD
ELK4	DULLARD
SP1	DULLARD
SP1	DULLARD
CREB1	DULLARD
TCF3	DULLARD
TCF3	DULLARD
TCF3	DULLARD
CREB1	DULLARD
PAX5	DULLARD
USF1	DULLARD
EGR1	DULLARD
EGR3	DULLARD
EGR2	DULLARD
FOXN1	DULLARD
PLAU	DULLARD
E2F1	DULLARD
GATA6	DULLARD
CDC5L	DULLARD
ATF6	DULLARD
PATZ1	DULLARD
STAT1	DULLARD
ATF4	DULLARD
E2F1	DULLARD
MYC	DULLARD
E4F1	DULLARD
NR5A1	DULLARD
LEF1	DULLARD
CREB1	DULLARD
TFDP1	DULLARD
TFDP1	DULLARD
SP1	DULLARD
E2F1	DULLARD
TFDP1	DULLARD
DEC1	DULLARD
REST	DULLARD
MITF	DULLARD
NR5A1	DULLARD
P2RX5	DULLARD
NR2F1	C17orf81
CREB1	C17orf81
ELK4	C17orf81
SP1	C17orf81
SP1	C17orf81
CREB1	C17orf81
TCF3	C17orf81
TCF3	C17orf81
TCF3	C17orf81
CREB1	C17orf81
PAX5	C17orf81
USF1	C17orf81
EGR1	C17orf81
EGR3	C17orf81
EGR2	C17orf81
FOXN1	C17orf81
PLAU	C17orf81
E2F1	C17orf81
GATA6	C17orf81
CDC5L	C17orf81
ATF6	C17orf81
PATZ1	C17orf81
STAT1	C17orf81
ATF4	C17orf81
E2F1	C17orf81
MYC	C17orf81
E4F1	C17orf81
NR5A1	C17orf81
LEF1	C17orf81
CREB1	C17orf81
TFDP1	C17orf81
TFDP1	C17orf81
SP1	C17orf81
E2F1	C17orf81
TFDP1	C17orf81
DEC1	C17orf81
REST	C17orf81
MITF	C17orf81
NR5A1	C17orf81
P2RX5	C17orf81
NR2F1	C17orf81
CREB1	C17orf81
ELK4	C17orf81
SP1	C17orf81
SP1	C17orf81
CREB1	C17orf81
TCF3	C17orf81
TCF3	C17orf81
TCF3	C17orf81
CREB1	C17orf81
PAX5	C17orf81
USF1	C17orf81
EGR1	C17orf81
EGR3	C17orf81
EGR2	C17orf81
FOXN1	C17orf81
PLAU	C17orf81
E2F1	C17orf81
GATA6	C17orf81
CDC5L	C17orf81
ATF6	C17orf81
PATZ1	C17orf81
STAT1	C17orf81
E2F1	C17orf81
MYC	C17orf81
E4F1	C17orf81
LEF1	C17orf81
TFDP1	C17orf81
TFDP1	C17orf81
SP1	C17orf81
E2F1	C17orf81
TFDP1	C17orf81
DEC1	C17orf81
REST	C17orf81
MITF	C17orf81
NR2F1	CLDN7
PAX5	CLDN7
CREB1	CLDN7
CREB1	CLDN7
STAT2	CLDN7
ATF3	CLDN7
CREB1	CLDN7
CREB1	CLDN7
MEF2A	SLC2A4
TBP	SLC2A4
NR3C1	SLC2A4
MEF2A	SLC2A4
NF1	SLC2A4
MEF2A	SLC2A4
MEF2A	SLC2A4
TBP	SLC2A4
MEF2A	SLC2A4
TMEM37	SLC2A4
PAX6	SLC2A4
MYC	YBX2
E2F1	EIF5A
ELK1	EIF5A
FOXC1	EIF5A
GATA3	EIF5A
MAX	EIF5A
GABPA	EIF5A
ELK4	EIF5A
ETS1	EIF5A
ELK1	EIF5A
ELK1	EIF5A
ASCC1	EIF5A
NF1	EIF5A
GATA3	EIF5A
USF1	EIF5A
USF1	EIF5A
GATA1	EIF5A
USF1	EIF5A
GATA1	EIF5A
MYC	EIF5A
PAX1	EIF5A
PAX3	EIF5A
FOXO4	EIF5A
PATZ1	EIF5A
E2F1	EIF5A
ARNT	EIF5A
MYC	EIF5A
NRF1	EIF5A
E4F1	EIF5A
TEAD2	EIF5A
USF2	EIF5A
NR5A1	EIF5A
IRF1	EIF5A
GATA1	EIF5A
USF1	EIF5A
TFDP1	EIF5A
TFDP1	EIF5A
TFDP1	EIF5A
TFDP1	EIF5A
TFDP1	EIF5A
FOXP3	EIF5A
BRCA1	EIF5A
HOXA7	EIF5A
NR5A1	EIF5A
E2F1	GPS2
ELK1	GPS2
FOXC1	GPS2
GATA2	GPS2
GATA3	GPS2
MAX	GPS2
GABPA	GPS2
ELK4	GPS2
SP1	GPS2
SPI1	GPS2
YY1	GPS2
ETS1	GPS2
ZNF354C	GPS2
BRCA1	GPS2
ELK1	GPS2
ELK1	GPS2
ASCC1	GPS2
NF1	GPS2
GATA2	GPS2
GATA3	GPS2
PAX2	GPS2
USF1	GPS2
USF1	GPS2
GATA1	GPS2
JUNB	GPS2
USF1	GPS2
NF1	GPS2
GATA1	GPS2
NFE2L1	GPS2
MYC	GPS2
PAX1	GPS2
PAX3	GPS2
PAX8	GPS2
E2F1	GPS2
E2F1	GPS2
VDR	GPS2
ZIC2	GPS2
STAT5A	GPS2
KLF12	GPS2
FOXO4	GPS2
TLX2	GPS2
PAX2	GPS2
PATZ1	GPS2
STAT1	GPS2
STAT5A	GPS2
STAT6	GPS2
STAT1	GPS2
STAT3	GPS2
STAT4	GPS2
STAT5A	GPS2
STAT6	GPS2
ESRRA	GPS2
E2F1	GPS2
JUNB	GPS2
ARNT	GPS2
MYC	GPS2
MAZ	GPS2
MTF1	GPS2
NRF1	GPS2
ETV4	GPS2
TCF7L2	GPS2
E4F1	GPS2
TEAD2	GPS2
SMAD3	GPS2
TEAD1	GPS2
GTF2I	GPS2
GTF2A1	GPS2
PAX8	GPS2
USF2	GPS2
NR5A1	GPS2
RUNX2	GPS2
IRF1	GPS2
RUNX1	GPS2
GATA1	GPS2
SMAD1	GPS2
USF1	GPS2
TFDP1	GPS2
NFIB	GPS2
TFDP1	GPS2
TFDP1	GPS2
TFDP1	GPS2
JUNB	GPS2
JUNB	GPS2
TFDP1	GPS2
FOXP3	GPS2
DEC1	GPS2
SOX10	GPS2
PBX1	GPS2
GFI1	GPS2
HIC1	GPS2
BRCA1	GPS2
HOXA7	GPS2
WT1	GPS2
ZNF219	GPS2
NR5A1	GPS2
NFYA	ACAP1
TCF3	ACAP1
ZBTB6	ACAP1
STAT3	ACAP1
RFX1	ACAP1
DBP	ACAP1
SP3	ACAP1
RUNX2	ACAP1
SMAD4	ACAP1
RUNX1	ACAP1
SMAD1	ACAP1
NR3C1	ACAP1
ELSPBP1	ACAP1
NR3C1	ACAP1
SMAD1	ACAP1
AIRE	ACAP1
TBX5	ACAP1
TBX5	ACAP1
TBX5	ACAP1
NFKB1	KCTD11
REL	KCTD11
RELA	KCTD11
NFKB1	KCTD11
CREB1	KCTD11
NFKB1	KCTD11
CRX	KCTD11
NFKB1	KCTD11
PDX1	KCTD11
NFKB1	TMEM95
REL	TMEM95
RELA	TMEM95
NFKB1	TMEM95
CREB1	TMEM95
NFKB1	TMEM95
CRX	TMEM95
NFKB1	TMEM95
PDX1	TMEM95
EGR3	TNK1
EGR2	TNK1
MYC	TNK1
ESR1	PLSCR3
HINFP	PLSCR3
CREB1	PLSCR3
JUNB	PLSCR3
CREB1	PLSCR3
POU2F1	PLSCR3
POU2F1	PLSCR3
EGR1	PLSCR3
POU2F1	PLSCR3
AR	PLSCR3
ATF4	PLSCR3
POU2AF1	PLSCR3
JUNB	PLSCR3
POU2F1	PLSCR3
VDR	PLSCR3
AR	PLSCR3
CASR	PLSCR3
LEF1	PLSCR3
LEF1	PLSCR3
GFI1	PLSCR3
TFAP2A	C17orf61
SP1	C17orf61
ESR1	C17orf61
HINFP	C17orf61
SP1	C17orf61
EP300	C17orf61
GATA3	C17orf61
CREB1	C17orf61
GATA1	C17orf61
JUNB	C17orf61
JUNB	C17orf61
CREB1	C17orf61
POU2F1	C17orf61
SP1	C17orf61
POU2F1	C17orf61
EGR1	C17orf61
RFX1	C17orf61
RFX1	C17orf61
POU2F1	C17orf61
AR	C17orf61
ZIC2	C17orf61
TLX2	C17orf61
PATZ1	C17orf61
ATF4	C17orf61
RFX1	C17orf61
GATA4	C17orf61
MAZ	C17orf61
SP3	C17orf61
TEAD2	C17orf61
SMAD3	C17orf61
GTF2I	C17orf61
SMAD4	C17orf61
SMAD1	C17orf61
POU2AF1	C17orf61
TFDP1	C17orf61
EGR1	C17orf61
JUNB	C17orf61
POU2F1	C17orf61
SP1	C17orf61
SP1	C17orf61
SP1	C17orf61
VDR	C17orf61
AR	C17orf61
CASR	C17orf61
SMAD1	C17orf61
LEF1	C17orf61
HES1	C17orf61
LEF1	C17orf61
ZBTB7A	C17orf61
WT1	C17orf61
ZNF219	C17orf61
SP1	NLGN2
SP1	NLGN2
CREB1	NLGN2
GATA1	NLGN2
POU2F1	NLGN2
POU2F1	NLGN2
RFX1	NLGN2
POU2F1	NLGN2
AR	NLGN2
PATZ1	NLGN2
RFX1	NLGN2
MAZ	NLGN2
SP3	NLGN2
SMAD4	NLGN2
POU2AF1	NLGN2
POU2F1	NLGN2
SP1	NLGN2
WT1	NLGN2
ZNF219	NLGN2
RREB1	SPEM1
RFX1	SPEM1
RREB1	C17orf74
TFAP4	TMEM102
ASCC1	TMEM102
NF1	TMEM102
JUNB	TMEM102
JUNB	TMEM102
JUNB	TMEM102
NF1	TMEM102
JUNB	TMEM102
RREB1	TMEM102
PAX1	TMEM102
SETD2	TMEM102
E4F1	TMEM102
IRF8	TMEM102
SMAD3	TMEM102
SETD2	TMEM102
NFIB	TMEM102
NFE2L2	TMEM102
JUNB	TMEM102
ELSPBP1	TMEM102
SP1	TMEM102
EGR1	TMEM102
BACH1	TMEM102
HOXA7	TMEM102
SP1	FGF11
SPI1	FGF11
NFKB1	FGF11
TFAP4	FGF11
SP1	FGF11
ASCC1	FGF11
NF1	FGF11
JUNB	FGF11
JUNB	FGF11
NF1	FGF11
RREB1	FGF11
PAX1	FGF11
SETD2	FGF11
E4F1	FGF11
SMAD3	FGF11
SETD2	FGF11
NFIB	FGF11
NFE2L2	FGF11
ELSPBP1	FGF11
SP1	FGF11
CASR	FGF11
EGR1	FGF11
BACH1	FGF11
HOXA7	FGF11
TFAP4	CHRNB1
SP1	CHRNB1
ASCC1	CHRNB1
NF1	CHRNB1
JUNB	CHRNB1
NF1	CHRNB1
PAX1	CHRNB1
SETD2	CHRNB1
E4F1	CHRNB1
SMAD3	CHRNB1
NFIB	CHRNB1
NFE2L2	CHRNB1
ELSPBP1	CHRNB1
SP1	CHRNB1
CASR	CHRNB1
EGR1	CHRNB1
BACH1	CHRNB1
HOXA7	CHRNB1
NFIL3	AMAC1L3
FOXC1	AMAC1L3
HLF	AMAC1L3
NHLH1	AMAC1L3
SP1	AMAC1L3
TEAD1	AMAC1L3
YY1	AMAC1L3
BRCA1	AMAC1L3
SP1	AMAC1L3
YY1	AMAC1L3
TCF3	AMAC1L3
ZBTB6	AMAC1L3
PAX2	AMAC1L3
GATA1	AMAC1L3
POU2F1	AMAC1L3
POU2F1	AMAC1L3
POU2F1	AMAC1L3
SP1	AMAC1L3
AHR	AMAC1L3
XBP1	AMAC1L3
RREB1	AMAC1L3
FOXL1	AMAC1L3
FOXN1	AMAC1L3
E2F1	AMAC1L3
E2F1	AMAC1L3
ZIC2	AMAC1L3
BPTF	AMAC1L3
FOXO1	AMAC1L3
TLX2	AMAC1L3
PAX2	AMAC1L3
PATZ1	AMAC1L3
STAT6	AMAC1L3
ATF3	AMAC1L3
CRX	AMAC1L3
DBP	AMAC1L3
IL6	AMAC1L3
MAZ	AMAC1L3
SP3	AMAC1L3
E4F1	AMAC1L3
TEAD2	AMAC1L3
GTF2A1	AMAC1L3
RUNX2	AMAC1L3
STAT1	AMAC1L3
YY1	AMAC1L3
LEF1	AMAC1L3
NFE2L2	AMAC1L3
JUNB	AMAC1L3
SP1	AMAC1L3
SP1	AMAC1L3
SP1	AMAC1L3
NFATC2	AMAC1L3
AR	AMAC1L3
BACH1	AMAC1L3
PBX1	AMAC1L3
TBX5	AMAC1L3
REST	AMAC1L3
YY1	AMAC1L3
BRCA1	AMAC1L3
WT1	AMAC1L3
SOX10	AMAC1L3
NFIL3	ZBTB4
FOXC1	ZBTB4
NHLH1	ZBTB4
SP1	ZBTB4
YY1	ZBTB4
BRCA1	ZBTB4
SP1	ZBTB4
YY1	ZBTB4
TCF3	ZBTB4
ZBTB6	ZBTB4
PAX2	ZBTB4
GATA1	ZBTB4
POU2F1	ZBTB4
POU2F1	ZBTB4
POU2F1	ZBTB4
SP1	ZBTB4
AHR	ZBTB4
XBP1	ZBTB4
RREB1	ZBTB4
NFE2L1	ZBTB4
FOXL1	ZBTB4
FOXN1	ZBTB4
E2F1	ZBTB4
E2F1	ZBTB4
ZIC2	ZBTB4
BPTF	ZBTB4
FOXO1	ZBTB4
TLX2	ZBTB4
PAX2	ZBTB4
PATZ1	ZBTB4
STAT1	ZBTB4
STAT6	ZBTB4
ATF3	ZBTB4
CRX	ZBTB4
DBP	ZBTB4
IL6	ZBTB4
MAZ	ZBTB4
SP3	ZBTB4
E4F1	ZBTB4
TEAD2	ZBTB4
GTF2A1	ZBTB4
RUNX2	ZBTB4
STAT1	ZBTB4
YY1	ZBTB4
LEF1	ZBTB4
NFE2L2	ZBTB4
JUNB	ZBTB4
SP1	ZBTB4
SP1	ZBTB4
SP1	ZBTB4
NFATC2	ZBTB4
AR	ZBTB4
BACH1	ZBTB4
PBX1	ZBTB4
TBX5	ZBTB4
REST	ZBTB4
YY1	ZBTB4
BRCA1	ZBTB4
WT1	ZBTB4
SOX10	ZBTB4
NFIL3	POLR2A
FOXC1	POLR2A
NHLH1	POLR2A
SP1	POLR2A
YY1	POLR2A
BRCA1	POLR2A
SP1	POLR2A
YY1	POLR2A
TCF3	POLR2A
ZBTB6	POLR2A
PAX2	POLR2A
GATA1	POLR2A
POU2F1	POLR2A
POU2F1	POLR2A
POU2F1	POLR2A
SP1	POLR2A
AHR	POLR2A
XBP1	POLR2A
RREB1	POLR2A
NFE2L1	POLR2A
FOXL1	POLR2A
FOXN1	POLR2A
E2F1	POLR2A
E2F1	POLR2A
ZIC2	POLR2A
BPTF	POLR2A
FOXO1	POLR2A
TLX2	POLR2A
PAX2	POLR2A
PATZ1	POLR2A
STAT1	POLR2A
STAT6	POLR2A
ATF3	POLR2A
CRX	POLR2A
DBP	POLR2A
IL6	POLR2A
MAZ	POLR2A
SP3	POLR2A
E4F1	POLR2A
TEAD2	POLR2A
GTF2A1	POLR2A
RUNX2	POLR2A
STAT1	POLR2A
YY1	POLR2A
LEF1	POLR2A
NFE2L2	POLR2A
JUNB	POLR2A
SP1	POLR2A
SP1	POLR2A
SP1	POLR2A
NFATC2	POLR2A
AR	POLR2A
BACH1	POLR2A
PBX1	POLR2A
TBX5	POLR2A
REST	POLR2A
YY1	POLR2A
BRCA1	POLR2A
WT1	POLR2A
SOX10	POLR2A
CREB1	TNFSF12
CUX1	TNFSF12
CREB1	TNFSF12
CREB1	TNFSF12
EGR2	TNFSF12
LMO2	TNFSF12
FOXJ2	TNFSF12
ATF6	TNFSF12
CASR	TNFSF12
CDX1	TNFSF12
CREB1	TNFSF12-TNFSF13
CUX1	TNFSF12-TNFSF13
CREB1	TNFSF12-TNFSF13
CREB1	TNFSF12-TNFSF13
EGR2	TNFSF12-TNFSF13
