"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"C20orf112"	0.561143480497391	5.84902425290747	8.88576738739773	2.81562674524381e-18	5.55030422156186e-16	30.6541103876676
"C1orf106"	-1.57874925078928	2.9326125910938	-8.86935582274277	3.22879129756244e-18	6.30413813250739e-16	30.6135242842011
"NRK"	-1.40938022649209	1.32931529913942	-8.8582616916993	3.54149025523397e-18	6.78542913294875e-16	30.5524374625016
"BBS12"	0.576033067455371	2.69273427305116	8.85427441560343	3.66104011452744e-18	6.94953549888214e-16	30.5197456098417
"C17orf96"	-0.947824119706235	2.58352605656927	-8.84737886424447	3.87727677903e-18	7.2924817657701e-16	30.4660806143451
"HGSNAT"	0.52350379154054	7.01520041391066	8.86555947564871	3.3325942405207e-18	6.44542589857688e-16	30.4487412268649
"ASRGL1"	-1.14673800346969	2.65446440332533	-8.80109322588972	5.6937177219127e-18	1.0422045269369e-15	30.0842005977004
"C7orf68"	-0.649387484474724	4.81050276261943	-8.81306615973664	5.15585963957481e-18	9.60911622462938e-16	30.0712091067098
"KATNAL2"	0.816919576219355	1.77327267337375	8.80285764376157	5.61110294641405e-18	1.03633532886878e-15	30.0566715104647
"S100A9"	-1.82290991848225	3.81223074416065	-8.79570133355434	5.95370484440982e-18	1.08014958420571e-15	29.9522878172128
"SIK3"	0.643218189138968	5.57545096643069	8.76723776812985	7.53336500756451e-18	1.35475014052702e-15	29.7050205272777
"PADI3"	-2.13301087701748	-2.14698725608063	-8.75933112226038	8.04136205825555e-18	1.43353011788084e-15	29.6593939994382
"EGLN3"	-1.02106750527921	4.76485513290028	-8.72052890017771	1.10688496496569e-17	1.95622833334152e-15	29.3120776153055
"LOC284276"	1.39942431834312	-1.67009751428565	8.67011863018047	1.67347919723602e-17	2.93230743782357e-15	29.0377680166058
"TMUB2"	0.389894776564035	5.33812612632595	8.66471413492412	1.74910031981701e-17	3.03883946242106e-15	28.881041352034
"CCDC158"	1.3679125045753	-1.06564202492375	8.65307653053698	1.92358924253044e-17	3.3139078202619e-15	28.8764815195075
"IGF1R"	1.1973872131348	7.30415782246235	8.63877506674847	2.16171928153216e-17	3.69311724922424e-15	28.615671710514
"NIPAL3"	0.626999788038908	5.51231838921264	8.60722634423111	2.79489118686294e-17	4.69656264113747e-15	28.4208403903397
"FLNB"	0.645916380800294	9.27270603343394	8.60942990998662	2.74526056220628e-17	4.65128816411496e-15	28.3531474943159
"CDR2L"	-0.526272052780351	5.11418460839643	-8.58991590761951	3.21687471843389e-17	5.36171939858643e-15	28.2607428348872
"IDH2"	-0.674779612534408	7.43860071638175	-8.5775123593595	3.55736928433448e-17	5.88142158855978e-15	28.1042994045775
"PITPNC1"	-0.567660681640516	3.75728171634235	-8.53858298365971	4.87442492095786e-17	7.99444682436456e-15	27.9414147903595
"GGTLC1"	-1.2280025595046	-2.84229812301893	-8.5320523943206	5.13830710483631e-17	8.36035190128963e-15	27.92161697391
"SOHLH1"	-1.27741800993897	-4.34538132849776	-8.52536831221994	5.42300025495072e-17	8.75408883675155e-15	27.89708276265
"GRIA2"	2.3440352676285	-0.752320233254739	8.52161331559297	5.58971339797567e-17	8.92961546651254e-15	27.8624937764123
"PAX9"	-1.30421901141477	2.17388618345662	-8.52096843101919	5.61884978869381e-17	8.92961546651254e-15	27.8607091671469
"ALOX15B"	-1.70784899717233	2.45114250703766	-8.5154845369991	5.87275547357431e-17	9.19063816517153e-15	27.7973020155311
"RLN2"	1.40286286519458	-0.0929241191635877	8.51740868150723	5.78240215065183e-17	9.11884819157793e-15	27.7526362449677
"SEMA4F"	0.485391366875804	3.83867091318183	8.49904570697739	6.70375450243632e-17	1.0411641746549e-14	27.6704602969381
"CRB1"	0.990601784417694	-2.56344863982836	8.48386122915743	7.57400388363335e-17	1.16747859863434e-14	27.5749731214905
"NBPF4"	2.20991839722562	0.00332138074102842	8.48003560101692	7.81030151616141e-17	1.19491784614049e-14	27.5073022678929
"EPO"	-1.73788262059089	-2.85642694409283	-8.47238158792817	8.30513603050702e-17	1.26121180564018e-14	27.4320541038777
"FAM95B1"	1.1467906956313	-0.681783564734767	8.45553557485246	9.50591591530428e-17	1.42248746116535e-14	27.3001232395785
"GPR139"	1.19725431789286	-4.01923625952764	8.45739574027812	9.36532546428842e-17	1.41175395105424e-14	27.2738653373403
"TFCP2L1"	1.95228976079806	4.19183571926138	8.43191616719097	1.14830209123834e-16	1.65784092763924e-14	27.1694638170744
"GGA2"	0.397758030127773	6.92218287897939	8.45267464874762	9.72622114592747e-17	1.44490767907724e-14	27.1325674076238
"SNF8"	-0.480558274133254	5.56350545278204	-8.44969516010382	9.9610162621504e-17	1.46914240568594e-14	27.1319227569437
"WNT3"	1.06100732867489	0.33512744889394	8.43789956223198	1.09467709128565e-16	1.59162943606008e-14	27.1257968021195
