"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"UBXN10"	2.39805617632582	2.24590740802814	13.8084618061434	3.7465905799046e-36	5.7751017653101e-34	71.3539979176407
"CCDC96"	1.27096840192209	1.64385314874786	13.808699999479	3.73802114433039e-36	5.7751017653101e-34	71.3269308745208
"DALRD3"	0.894440746717358	4.9472693334979	13.8109305711461	3.65871483484723e-36	5.72574907093154e-34	71.2931387275321
"TSPAN31"	0.769041718053155	5.41278475305678	13.8001558952092	4.05798367234589e-36	6.2084121840868e-34	71.1649063183955
"LDHB"	-1.53240499142344	7.94587008179072	-13.7910503430206	4.42908025743108e-36	6.72596847093294e-34	71.0241734379441
"DNAL1"	0.93763708968982	4.01666236772818	13.770059186585	5.41859887488945e-36	8.16813937750798e-34	70.9605729767718
"CHAD"	3.88453504653939	1.71104384407558	13.7438449761475	6.969151045067e-36	1.03532293894869e-33	70.7324206080401
"RARA"	1.18469283357094	6.05466309438409	13.755723624177	6.21820320619527e-36	9.30506452045323e-34	70.7166457684258
"ACOX2"	2.53863289678679	2.20321041409551	13.727433769886	8.15758633957157e-36	1.17773716582786e-33	70.5843401150392
"THPO"	2.13084857541513	-0.849026902267329	13.7365417090024	7.47506159218168e-36	1.10249091871451e-33	70.5796400672836
"B3GNT5"	-1.7534933651083	4.17675698983799	-13.7264384929633	8.23583763541971e-36	1.18071963191426e-33	70.5596894186284
"WFS1"	1.07911824621465	5.96832085275316	13.7334816706661	7.69777204188303e-36	1.12722874736174e-33	70.5069165307627
"ABCC11"	4.38052270662451	1.4508159668975	13.7188043854219	8.86147323790736e-36	1.26159071423846e-33	70.4924962401118
"CELSR1"	1.63854642362645	6.58094556191081	13.7283761589548	8.08417665991001e-36	1.17541635251642e-33	70.4433411080078
"APH1B"	1.13336765952808	4.16716280927666	13.6838614875088	1.23870135257144e-35	1.75135285717705e-33	70.1319202797458
"KIAA1467"	1.79628719644913	4.91299148252239	13.6770827292847	1.32180954149726e-35	1.85605598700242e-33	70.0274915567895
"CMBL"	2.00827938920681	4.84964386266311	13.6746104121099	1.35348470296143e-35	1.88760475478995e-33	70.0109661728062
"PGR"	4.28767331198217	3.33844011076825	13.6403336493239	1.87916965328494e-35	2.6030308825672e-33	69.7645630583186
"LONRF2"	2.80537089743685	2.99170766904252	13.635011350222	1.97734382679995e-35	2.70250171954838e-33	69.7148340171137
